ID,Pred
2022_1103_1417,0.10884524487076022
2022_1103_1425,0.27912191146377496
2022_1103_1436,0.2910798499988575
2022_1103_1437,0.11474308295866027
2022_1103_1439,0.1764680722259919
2022_1103_1458,0.20301321675584055
2022_1103_1460,0.6582231151565554
2022_1103_1461,0.3109320062698866
2022_1103_1463,0.5071206501427263
2022_1104_1112,0.30440410589908506
2022_1104_1116,0.43672690945426057
2022_1104_1120,0.32546226736491485
2022_1104_1124,0.28767084904343737
2022_1104_1129,0.49498312404315326
2022_1104_1136,0.8553077373605165
2022_1104_1151,0.6738244658565099
2022_1104_1159,0.7978732501649536
2022_1104_1161,0.5638991976459028
2022_1104_1163,0.4617782648994255
2022_1104_1166,0.5609873140994569
2022_1104_1168,0.8546572068720795
2022_1104_1172,0.5996152263785964
2022_1104_1174,0.8107107680894773
2022_1104_1181,0.3202454694044122
2022_1104_1209,0.7816131169700604
2022_1104_1211,0.15965794436295383
2022_1104_1222,0.2344987677944576
2022_1104_1228,0.4020557999755673
2022_1104_1231,0.45397864873517785
2022_1104_1234,0.34090762828909443
2022_1104_1235,0.5429946904888092
2022_1104_1240,0.8140762221696465
2022_1104_1242,0.2782881872401555
2022_1104_1246,0.30954393352478
2022_1104_1255,0.8196047273568741
2022_1104_1260,0.5166695021666696
2022_1104_1261,0.4445887584128407
2022_1104_1266,0.5691727794994322
2022_1104_1272,0.45405494137326446
2022_1104_1274,0.6045398625353311
2022_1104_1276,0.48969346457800644
2022_1104_1277,0.5348878745629229
2022_1104_1286,0.8124990494459108
2022_1104_1293,0.5417075166781824
2022_1104_1308,0.6707379982756119
2022_1104_1313,0.8582193163246583
2022_1104_1314,0.5148011781548344
2022_1104_1323,0.5550063578498349
2022_1104_1326,0.5223952531172597
2022_1104_1344,0.5779025905766627
2022_1104_1345,0.35545271070128054
2022_1104_1350,0.6973403882049742
2022_1104_1353,0.6260329900652836
2022_1104_1355,0.6755339734818052
2022_1104_1361,0.44055061543962354
2022_1104_1362,0.43770804626220805
2022_1104_1371,0.5578099060045526
2022_1104_1388,0.38602072155850226
2022_1104_1389,0.7483624822303653
2022_1104_1394,0.9056076068312702
2022_1104_1395,0.5294965492173995
2022_1104_1397,0.2921620305679791
2022_1104_1400,0.3878713742162764
2022_1104_1403,0.2905104770573883
2022_1104_1411,0.8474481916761674
2022_1104_1412,0.601405735110891
2022_1104_1417,0.3170332612259401
2022_1104_1425,0.5953989439897915
2022_1104_1436,0.6094512743317929
2022_1104_1437,0.3300341061761083
2022_1104_1439,0.44885183711296806
2022_1104_1458,0.49189683955872077
2022_1104_1460,0.8797999744816803
2022_1104_1461,0.6316695368257053
2022_1104_1463,0.79635001691638585
2022_1112_1116,0.5742608637404725
2022_1112_1120,0.4563445339126326
2022_1112_1124,0.41265276698387543
2022_1112_1129,0.6303329123912467
2022_1112_1136,0.9113770321087629
2022_1112_1151,0.7823216413711179
2022_1112_1159,0.8728912798600509
2022_1112_1161,0.6922619617168595
2022_1112_1163,0.5988144293939532
2022_1112_1166,0.6897355862758078
2022_1112_1168,0.910952341815411
2022_1112_1172,0.7226361360601853
2022_1112_1174,0.8816708480438188
2022_1112_1181,0.4504307350377305
2022_1112_1209,0.8616193249225397
2022_1112_1211,0.24841904933750483
2022_1112_1222,0.34765407354962924
2022_1112_1228,0.5391215959651049
2022_1112_1231,0.5912428276839533
2022_1112_1234,0.4736397914635187
2022_1112_1235,0.6739528136775493
2022_1112_1240,0.8839552615941632
2022_1112_1242,0.40149129099121855
2022_1112_1246,0.43818316783184014
2022_1112_1255,0.8876925478114401
2022_1112_1260,0.6503131965756345
2022_1112_1261,0.5820402222682813
2022_1112_1266,0.6968178718140318
2022_1112_1272,0.5913172067127886
2022_1112_1274,0.726737222629898
2022_1112_1276,0.6253880085494038
2022_1112_1277,0.6667433088652419
2022_1112_1286,0.8828855878348602
2022_1112_1293,0.6728122345385988
2022_1112_1308,0.7799265263605956
2022_1112_1313,0.913274754677911
2022_1112_1314,0.6486101307497262
2022_1112_1323,0.6845222572218164
2022_1112_1326,0.6555113427304347
2022_1112_1344,0.7043049332428499
2022_1112_1345,0.48964085190814666
2022_1112_1350,0.8003332257519953
2022_1112_1353,0.744396981288598
2022_1112_1355,0.7836450901448456
2022_1112_1361,0.5780529734092732
2022_1112_1362,0.5752354386881249
2022_1112_1371,0.6869700492682916
2022_1112_1388,0.5223958353547861
2022_1112_1389,0.8380257266817716
2022_1112_1394,0.9434735185303456
2022_1112_1395,0.6619143288798
2022_1112_1397,0.4179503248735034
2022_1112_1400,0.52434193993112
2022_1112_1403,0.41600560867391173
2022_1112_1411,0.9062292124391415
2022_1112_1412,0.7241296095219203
2022_1112_1417,0.44677096228447677
2022_1112_1425,0.7191084627788572
2022_1112_1436,0.7308067848733283
2022_1112_1437,0.46149704004911635
2022_1112_1439,0.5862301673479812
2022_1112_1458,0.627451225505161
2022_1112_1460,0.9271863273877894
2022_1112_1461,0.7489648890604994
2022_1112_1463,0.871842577983731
2022_1116_1120,0.28507957287832486
2022_1116_1124,0.25023769706014953
2022_1116_1129,0.44752148554383114
2022_1116_1136,0.8300850788089008
2022_1116_1151,0.6306280594763327
2022_1116_1159,0.7653849738685086
2022_1116_1161,0.5165889777425494
2022_1116_1163,0.4148848603390793
2022_1116_1166,0.5136336605387408
2022_1116_1168,0.8293437745491974
2022_1116_1172,0.5531089878960778
2022_1116_1174,0.7797162121389646
2022_1116_1181,0.2802411438213863
2022_1116_1209,0.7473389345588951
2022_1116_1211,0.13570893815516347
2022_1116_1222,0.20202234108077172
2022_1116_1228,0.3572021612220654
2022_1116_1231,0.40727794128212796
2022_1116_1234,0.29945929860997933
2022_1116_1235,0.4954458045123826
2022_1116_1240,0.7834855600327714
2022_1116_1242,0.24166175002404242
2022_1116_1246,0.2703447567718357
2022_1116_1255,0.7896886933816523
2022_1116_1260,0.4690598104974416
2022_1116_1261,0.39814964269389086
2022_1116_1266,0.5219496573193302
2022_1116_1272,0.40735224076661397
2022_1116_1274,0.5581841600861946
2022_1116_1276,0.44229481939138837
2022_1116_1277,0.4872919423570475
2022_1116_1286,0.7817184699075168
2022_1116_1293,0.49414946952518024
2022_1116_1308,0.6273588903804947
2022_1116_1313,0.8334053440518003
2022_1116_1314,0.4671972331098108
2022_1116_1323,0.5075738596351345
2022_1116_1326,0.4747762234458128
2022_1116_1344,0.530847619944696
2022_1116_1345,0.3130759772595452
2022_1116_1350,0.6556668258320418
2022_1116_1353,0.580448224613188
2022_1116_1355,0.6324404676707488
2022_1116_1361,0.3942339039623286
2022_1116_1362,0.39148106103836366
2022_1116_1371,0.5104126315800681
2022_1116_1388,0.34193299811083044
2022_1116_1389,0.7108007004676274
2022_1116_1394,0.8880050649857609
2022_1116_1395,0.48188331849258315
2022_1116_1397,0.25435314227860495
2022_1116_1400,0.34369060296912607
2022_1116_1403,0.25283897378314646
2022_1116_1411,0.821141965289595
2022_1116_1412,0.5549531081309366
2022_1116_1417,0.2772665258156185
2022_1116_1425,0.5487715102060077
2022_1116_1436,0.5632553662502217
2022_1116_1437,0.2893274622991928
2022_1116_1439,0.4022899577671769
2022_1116_1458,0.4444706798871729
2022_1116_1460,0.858138651945258
2022_1116_1461,0.5863178252117747
2022_1116_1463,0.7636894214418241
2022_1120_1124,0.33699522328176873
2022_1120_1129,0.552293453944999
2022_1120_1136,0.8815156515051018
2022_1120_1151,0.7222286872549317
2022_1120_1159,0.8324462542733692
2022_1120_1161,0.6194022385512448
2022_1120_1163,0.5191965402200153
2022_1120_1166,0.6166089863117363
2022_1120_1168,0.8809665523278148
2022_1120_1172,0.653366874754919
2022_1120_1174,0.8435186128008083
2022_1120_1181,0.3722364669098022
2022_1120_1209,0.8183341018760787
2022_1120_1211,0.19297941919642028
2022_1120_1222,0.2782676835610584
2022_1120_1228,0.4583723721143142
2022_1120_1231,0.5113485014023923
2022_1120_1234,0.3943072484005995
2022_1120_1235,0.5992675706636126
2022_1120_1240,0.8464112689675567
2022_1120_1242,0.3267417303775397
2022_1120_1246,0.360719518269317
2022_1120_1255,0.8511540805212633
2022_1120_1260,0.5736386504733378
2022_1120_1261,0.5018626454901536
2022_1120_1266,0.6244516379305297
2022_1120_1272,0.511425404907288
2022_1120_1274,0.6580074576168017
2022_1120_1276,0.5470547751269199
2022_1120_1277,0.5914078361415944
2022_1120_1286,0.8450561844062147
2022_1120_1293,0.5980215581136046
2022_1120_1308,0.7194095189883223
2022_1120_1313,0.8839714016568171
2022_1120_1314,0.571808037451425
2022_1120_1323,0.610860158155837
2022_1120_1326,0.5792391239972211
2022_1120_1344,0.6327840057783202
2022_1120_1345,0.4097143749078128
2022_1120_1350,0.7435828511990537
2022_1120_1353,0.6781417705556746
2022_1120_1355,0.7237884966529805
2022_1120_1361,0.49777051483814994
2022_1120_1362,0.49488533755127045
2022_1120_1371,0.6135568323937681
2022_1120_1388,0.44175058356021574
2022_1120_1389,0.7891663243733725
2022_1120_1394,0.9235194452528868
2022_1120_1395,0.586164780118155
2022_1120_1397,0.34188687128442974
2022_1120_1400,0.4436753456061631
2022_1120_1403,0.3400892819005222
2022_1120_1411,0.8748714285726846
2022_1120_1412,0.6550552903159806
2022_1120_1417,0.36878568995515093
2022_1120_1425,0.6493856488011855
2022_1120_1436,0.6626254091196044
2022_1120_1437,0.38271952475588605
2022_1120_1439,0.5061744093915408
2022_1120_1458,0.5492384595548268
2022_1120_1460,0.9020795293217421
2022_1120_1461,0.6833901255970602
2022_1120_1463,0.8311284196958331
2022_1124_1129,0.6324244765133469
2022_1124_1136,0.9121002023887433
2022_1124_1151,0.783848148787633
2022_1124_1159,0.8738850395535163
2022_1124_1161,0.6941731378466237
2022_1124_1163,0.6009714329466099
2022_1124_1166,0.6916554637183122
2022_1124_1168,0.9116786417596358
2022_1124_1172,0.7244337659932194
2022_1124_1174,0.8826051988418689
2022_1124_1181,0.45265631265752837
2022_1124_1209,0.8626873479125123
2022_1124_1211,0.25010072579257686
2022_1124_1222,0.3496949610071988
2022_1124_1228,0.541353724580347
2022_1124_1231,0.5934128994492023
2022_1124_1234,0.47588074530417673
2022_1124_1235,0.6759244660741169
2022_1124_1240,0.8848739295784804
2022_1124_1242,0.40365266550726703
2022_1124_1246,0.4403967240379755
2022_1124_1255,0.8885853586534557
2022_1124_1260,0.652354061875345
2022_1124_1261,0.5842247934529965
2022_1124_1266,0.6987130680742464
2022_1124_1272,0.5934871551020285
2022_1124_1274,0.728518258418489
2022_1124_1276,0.627491016503842
2022_1124_1277,0.668737129296825
2022_1124_1286,0.8838116108340229
2022_1124_1293,0.6747874559464958
2022_1124_1308,0.7814651380743659
2022_1124_1313,0.9139839009279225
2022_1124_1314,0.6506555961299384
2022_1124_1323,0.6864597295896148
2022_1124_1326,0.6575378464691511
2022_1124_1344,0.7061730626362701
2022_1124_1345,0.4918867640753364
2022_1124_1350,0.8017654296644122
2022_1124_1353,0.7461031287621831
2022_1124_1355,0.7851648652995671
2022_1124_1361,0.5802433552695725
2022_1124_1362,0.5774297546511205
2022_1124_1371,0.6888993208941074
2022_1124_1388,0.524637544167383
2022_1124_1389,0.8392418704278146
2022_1124_1394,0.9439508862846266
2022_1124_1395,0.6639224775618575
2022_1124_1397,0.4201381059017653
2022_1124_1400,0.5265827923288959
2022_1124_1403,0.41819052390093225
2022_1124_1411,0.9069901023735202
2022_1124_1412,0.7259212312292203
2022_1124_1417,0.4489932305678498
2022_1124_1425,0.7209201262703514
2022_1124_1436,0.7325710570833948
2022_1124_1437,0.4637311580069233
2022_1124_1439,0.5884083252505227
2022_1124_1458,0.629549511868796
2022_1124_1460,0.9277907137912981
2022_1124_1461,0.7506507592215558
2022_1124_1463,0.872843342259276
2022_1129_1136,0.8039504577199582
2022_1129_1151,0.5890046163737543
2022_1129_1159,0.7325056987707338
2022_1129_1161,0.47285675524784315
2022_1129_1163,0.37311703918114597
2022_1129_1166,0.469908426178339
2022_1129_1168,0.8031221764529867
2022_1129_1172,0.5095438967575712
2022_1129_1174,0.7481845632557443
2022_1129_1181,0.24632194914782868
2022_1129_1209,0.7128793709506396
2022_1129_1211,0.11645294585690731
2022_1129_1222,0.17526508671413749
2022_1129_1228,0.31808454521932006
2022_1129_1231,0.3657971690405545
2022_1129_1234,0.26406742128422517
2022_1129_1235,0.45183051288299486
2022_1129_1240,0.7523220712230984
2022_1129_1242,0.21104288552109857
2022_1129_1246,0.23722858485777934
2022_1129_1255,0.759143566051499
2022_1129_1260,0.425807048152259
2022_1129_1261,0.35703854869325
2022_1129_1266,0.47821255465344537
2022_1129_1272,0.365868572274601
2022_1129_1274,0.5146797054770215
2022_1129_1276,0.39965234059192706
2022_1129_1277,0.44376313514972726
2022_1129_1286,0.7503816724735664
2022_1129_1293,0.45054639331991664
2022_1129_1308,0.5856091283066471
2022_1129_1313,0.8076630823761668
2022_1129_1314,0.4239790710982393
2022_1129_1323,0.46387248346096877
2022_1129_1326,0.4314246616636122
2022_1129_1344,0.487124670418639
2022_1129_1345,0.2767104663461991
2022_1129_1350,0.6151430074464618
2022_1129_1353,0.5373188608797336
2022_1129_1355,0.5908887649270179
2022_1129_1361,0.3532897921373896
2022_1129_1362,0.350657352764545
2022_1129_1371,0.4666984855654585
2022_1129_1388,0.3036975014596632
2022_1129_1389,0.6735347138643661
2022_1129_1394,0.8693772441090909
2022_1129_1395,0.43842451108604846
2022_1129_1397,0.22259826941556451
2022_1129_1400,0.30534976383833323
2022_1129_1403,0.2212170549939149
2022_1129_1411,0.7939732121861767
2022_1129_1412,0.5114089868871786
2022_1129_1417,0.2435855207957378
2022_1129_1425,0.5051618724251542
2022_1129_1436,0.5198206943517822
2022_1129_1437,0.25469766849878134
2022_1129_1439,0.36100778708169423
2022_1129_1458,0.4017695464537203
2022_1129_1460,0.8354636646810786
2022_1129_1461,0.5433171179388733
2022_1129_1463,0.7306561482369576
2022_1136_1151,0.2948238300565396
2022_1136_1159,0.4440974850585208
2022_1136_1161,0.20741115475521424
2022_1136_1163,0.14794765743092125
2022_1136_1166,0.20547278626093404
2022_1136_1168,0.5433910263471275
2022_1136_1172,0.23259044284051622
2022_1136_1174,0.46431864630212466
2022_1136_1181,0.08704609570369405
2022_1136_1209,0.42006369547452577
2022_1136_1211,0.03702696564926229
2022_1136_1222,0.058376939085419195
2022_1136_1228,0.11978052437285854
2022_1136_1231,0.14403026916645156
2022_1136_1234,0.09475973940462201
2022_1136_1235,0.19384782405895176
2022_1136_1240,0.4698151463191422
2022_1136_1242,0.07238804656913818
2022_1136_1246,0.08318368280933751
2022_1136_1255,0.4790293492048035
2022_1136_1260,0.1778619126176707
2022_1136_1261,0.13941434889357676
2022_1136_1266,0.2109636230852643
2022_1136_1272,0.1440682173672853
2022_1136_1274,0.23627958211142888
2022_1136_1276,0.162623564371173
2022_1136_1277,0.1888002136723995
2022_1136_1286,0.46722884912960094
2022_1136_1293,0.1930387048477619
2022_1136_1308,0.29191968412822333
2022_1136_1313,0.5505701691462612
2022_1136_1314,0.17677066470274705
2022_1136_1323,0.201542084258657
2022_1136_1326,0.18124092727799007
2022_1136_1344,0.21696617787962375
2022_1136_1345,0.10040256654060623
2022_1136_1350,0.31800857223240503
2022_1136_1353,0.2530581302875684
2022_1136_1355,0.29644569707986285
2022_1136_1361,0.1374620419230655
2022_1136_1362,0.13609934286231518
2022_1136_1371,0.20337617192672697
2022_1136_1388,0.11287811768179139
2022_1136_1389,0.3757314956897734
2022_1136_1394,0.660055599300272
2022_1136_1395,0.18550593465252815
2022_1136_1397,0.07709340558275633
2022_1136_1400,0.11366169324911427
2022_1136_1403,0.07652616837184893
2022_1136_1411,0.5292470294272748
2022_1136_1412,0.23392530286990917
2022_1136_1417,0.08587747158807915
2022_1136_1425,0.22947580056304395
2022_1136_1436,0.24001498460599763
2022_1136_1437,0.09065739398122043
2022_1136_1439,0.14149666170860425
2022_1136_1458,0.1638277444508838
2022_1136_1460,0.5969887335289064
2022_1136_1461,0.25765018606113343
2022_1136_1463,0.44177348087536006
2022_1151_1159,0.6534023235199797
2022_1151_1161,0.3817742302313592
2022_1151_1163,0.29065352090251073
2022_1151_1166,0.37898551740347075
2022_1151_1168,0.7374155878955841
2022_1151_1172,0.4169846141158134
2022_1151_1174,0.6716393102788888
2022_1151_1181,0.1836711495821535
2022_1151_1209,0.6308966339424856
2022_1151_1211,0.08318781661599851
2022_1151_1222,0.12762680540955004
2022_1151_1228,0.2430678590922635
2022_1151_1231,0.2842179585275983
2022_1151_1234,0.19808942450935765
2022_1151_1235,0.36201667763337786
2022_1151_1240,0.6764906945589811
2022_1151_1242,0.15551364782923033
2022_1151_1246,0.17634946531845944
2022_1151_1255,0.6845249266998901
2022_1151_1260,0.3379767288431982
2022_1151_1261,0.2765608652055126
2022_1151_1266,0.3868554799727778
2022_1151_1272,0.28428057557490954
2022_1151_1274,0.421990189704693
2022_1151_1276,0.3142642028201614
2022_1151_1277,0.35451581430666596
2022_1151_1286,0.6742134710239156
2022_1151_1293,0.3608197971889223
2022_1151_1308,0.49312503600642615
2022_1151_1313,0.7429870044673871
2022_1151_1314,0.33630496473058336
2022_1151_1323,0.37329502913101476
2022_1151_1326,0.3431280485983536
2022_1151_1344,0.39535505508327096
2022_1151_1345,0.20846839392165772
2022_1151_1350,0.5238914118757648
2022_1151_1353,0.44428460879413
2022_1151_1355,0.49857405897993634
2022_1151_1361,0.2732979218004939
2022_1151_1362,0.2710117428422129
2022_1151_1371,0.3759561729795399
2022_1151_1388,0.2309248205423767
2022_1151_1389,0.586828884486333
2022_1151_1394,0.8208503352010895
2022_1151_1395,0.3495760971682938
2022_1151_1397,0.16466316757337793
2022_1151_1400,0.23231325781208031
2022_1151_1403,0.16356580249687602
2022_1151_1411,0.7262539803386411
2022_1151_1412,0.4188002059783012
2022_1151_1417,0.18146314322632698
2022_1151_1425,0.4127287396961634
2022_1151_1436,0.4270199585928782
2022_1151_1437,0.1904548791782331
2022_1151_1439,0.2800250783343575
2022_1151_1458,0.31616728261842675
2022_1151_1460,0.7775613045740657
2022_1151_1461,0.4502549731109808
2022_1151_1463,0.6512662174092629
2022_1159_1161,0.28787895749741194
2022_1159_1163,0.2115019556901721
2022_1159_1166,0.28545942045725475
2022_1159_1168,0.6476888163036664
2022_1159_1172,0.318896485050387
2022_1159_1174,0.5724674110831163
2022_1159_1181,0.12838056954826563
2022_1159_1209,0.528065920526759
2022_1159_1211,0.056068193832662726
2022_1159_1222,0.087400957611179
2022_1159_1228,0.1737016919671746
2022_1159_1231,0.20630922453873557
2022_1159_1234,0.13919861181656484
2022_1159_1235,0.2708517684124484
2022_1159_1240,0.577863099688697
2022_1159_1242,0.10758226021736458
2022_1159_1246,0.12293102616872496
2022_1159_1255,0.5868508161087934
2022_1159_1260,0.2504887798143578
2022_1159_1261,0.200164110308425
2022_1159_1266,0.29230137107861176
2022_1159_1272,0.20635962571416686
2022_1159_1274,0.32337769023225077
2022_1159_1276,0.2307747220144723
2022_1159_1277,0.26445682192473086
2022_1159_1286,0.5753274463989778
2022_1159_1293,0.26982881644377693
2022_1159_1308,0.3890790387013273
2022_1159_1313,0.6542714528073754
2022_1159_1314,0.24908694266672077
2022_1159_1323,0.2805388494115086
2022_1159_1326,0.25481990280517464
2022_1159_1344,0.2997390732390636
2022_1159_1345,0.1470578268814555
2022_1159_1350,0.41871637686175794
2022_1159_1353,0.34355890015367874
2022_1159_1355,0.3942726543065487
2022_1159_1361,0.19755637711985347
2022_1159_1362,0.19573313396475017
2022_1159_1371,0.2828371764829226
2022_1159_1388,0.1642719442655692
2022_1159_1389,0.4818050237361626
2022_1159_1394,0.7499668937330893
2022_1159_1395,0.2602659891080493
2022_1159_1397,0.11429343710723704
2022_1159_1400,0.1653457892514829
2022_1159_1403,0.11348614685527873
2022_1159_1411,0.6346030881949088
2022_1159_1412,0.3205197869311893
2022_1159_1417,0.12673404973776606
2022_1159_1425,0.3151006572021641
2022_1159_1436,0.32789886054661554
2022_1159_1437,0.1334560413744192
2022_1159_1439,0.20293981866583077
2022_1159_1458,0.23234352123738583
2022_1159_1460,0.6958953611846677
2022_1159_1461,0.3490258264379136
2022_1159_1463,0.5500632290158396
2022_1161_1163,0.398895660464306
2022_1161_1166,0.4970718148756071
2022_1161_1168,0.8197600358917291
2022_1161_1172,0.5366788141519114
2022_1161_1174,0.7681246932610124
2022_1161_1181,0.26707246468417417
2022_1161_1209,0.7346235570607152
2022_1161_1211,0.12812293556357046
2022_1161_1222,0.1915510243608243
2022_1161_1228,0.3421361111348559
2022_1161_1231,0.3913858062574212
2022_1161_1234,0.28574606978530187
2022_1161_1235,0.4788929701958649
2022_1161_1240,0.772034396931172
2022_1161_1242,0.22972731973708974
2022_1161_1246,0.2574747595496894
2022_1161_1255,0.7784728438786557
2022_1161_1260,0.4525977543139371
2022_1161_1261,0.38238390798415817
2022_1161_1266,0.5053983044149394
2022_1161_1272,0.391459121300495
2022_1161_1274,0.5417859991575918
2022_1161_1276,0.42601839103667116
2022_1161_1277,0.4707573557286247
2022_1161_1286,0.7702012595736357
2022_1161_1293,0.4775989490253064
2022_1161_1308,0.6117423301088932
2022_1161_1313,0.8240012916019448
2022_1161_1314,0.45074505046030944
2022_1161_1323,0.4910101483466293
2022_1161_1326,0.4582867142349715
2022_1161_1344,0.5143176731336413
2022_1161_1345,0.29900534104174076
2022_1161_1350,0.6405568887322841
2022_1161_1353,0.5642312882360206
2022_1161_1355,0.6169068236407234
2022_1161_1361,0.37852570393721163
2022_1161_1362,0.3758144985809394
2022_1161_1371,0.49384918800319927
2022_1161_1388,0.3271831636618915
2022_1161_1389,0.6969920528407186
2022_1161_1394,0.8812439145766351
2022_1161_1395,0.46536567800582523
2022_1161_1397,0.2419919545072663
2022_1161_1400,0.32890284489896227
2022_1161_1403,0.2405276351903679
2022_1161_1411,0.8112024819635917
2022_1161_1412,0.5385341679902376
2022_1161_1417,0.26418631994028247
2022_1161_1425,0.5323167069619109
2022_1161_1436,0.5468926372221343
2022_1161_1437,0.2758954772735712
2022_1161_1439,0.3864655514730664
2022_1161_1458,0.4281756545533368
2022_1161_1460,0.849879272769407
2022_1161_1461,0.5701597564304467
2022_1161_1463,0.7515233123945133
2022_1163_1166,0.5554944566113044
2022_1163_1168,0.8518684697485137
2022_1163_1172,0.594256115470538
2022_1163_1174,0.8072689675447113
2022_1163_1181,0.3154162415671354
2022_1163_1209,0.7777872584467189
2022_1163_1211,0.1566921242970762
2022_1163_1222,0.23052407368009675
2022_1163_1228,0.39671288217241846
2022_1163_1231,0.44846323617256567
2022_1163_1234,0.3359207966206176
2022_1163_1235,0.5374623257463692
2022_1163_1240,0.810681324907686
2022_1163_1242,0.27383678204405787
2022_1163_1246,0.3048037206469095
2022_1163_1255,0.8162879975380218
2022_1163_1260,0.5111053859904016
2022_1163_1261,0.43909568545233274
2022_1163_1266,0.5637026857306192
2022_1163_1272,0.4485393633327677
2022_1163_1274,0.5992026076949505
2022_1163_1276,0.48412886853360465
2022_1163_1277,0.5293424359089913
2022_1163_1286,0.8090821074788805
2022_1163_1293,0.5361728800918344
2022_1163_1308,0.6658002708330334
2022_1163_1313,0.8554873697611226
2022_1163_1314,0.5092359835705736
2022_1163_1323,0.5494987620954662
2022_1163_1326,0.5168354113897813
2022_1163_1344,0.572460078212333
2022_1163_1345,0.35036621663889916
2022_1163_1350,0.6926187765560397
2022_1163_1353,0.6208038625274102
2022_1163_1355,0.6706328506632554
2022_1163_1361,0.43506835294343765
2022_1163_1362,0.4322338274403805
2022_1163_1371,0.552309019597432
2022_1163_1388,0.3807552036572649
2022_1163_1389,0.7441447949788711
2022_1163_1394,0.9036863022046876
2022_1163_1395,0.5239440404885354
2022_1163_1397,0.28757713196725415
2022_1163_1400,0.3825963429753757
2022_1163_1403,0.28594102641658237
2022_1163_1411,0.8445462922825445
2022_1163_1412,0.5960544448464876
2022_1163_1417,0.3122302231982848
2022_1163_1425,0.5900219848256065
2022_1163_1436,0.6041369002660588
2022_1163_1437,0.3251278702783117
2022_1163_1439,0.44334813672312734
2022_1163_1458,0.4863310671720138
2022_1163_1460,0.8774244701099416
2022_1163_1461,0.6264721986741194
2022_1163_1463,0.7927138621230103
2022_1166_1168,0.7512524177563122
2022_1166_1172,0.4347639407813098
2022_1166_1174,0.6874732407795353
2022_1166_1181,0.1948268197052036
2022_1166_1209,0.6476645824202114
2022_1166_1211,0.08890508745652424
2022_1166_1222,0.1359453723935478
2022_1166_1228,0.2566967028862746
2022_1166_1231,0.29924193989410514
2022_1166_1234,0.20989565236630034
2022_1166_1235,0.3789757675956291
2022_1166_1240,0.6921978965714949
2022_1166_1242,0.16530542492354924
2022_1166_1246,0.18716239438530613
2022_1166_1255,0.7000150255349508
2022_1166_1260,0.35443529491878856
2022_1166_1261,0.2913448361453175
2022_1166_1266,0.4042408871357547
2022_1166_1272,0.2993064828462658
2022_1166_1274,0.4398219358177577
2022_1166_1276,0.3301438869067021
2022_1166_1277,0.37132803663822195
2022_1166_1286,0.6899805687597376
2022_1166_1293,0.3777560170400135
2022_1166_1308,0.511303682229973
2022_1166_1313,0.7566271428740187
2022_1166_1314,0.3527254957785759
2022_1166_1323,0.39045910686660756
2022_1166_1326,0.3597011713345181
2022_1166_1344,0.41286523119577057
2022_1166_1345,0.2207229483935878
2022_1166_1350,0.5419914818253614
2022_1166_1353,0.4623049385903858
2022_1166_1355,0.5167487922214707
2022_1166_1361,0.28797690020703465
2022_1166_1362,0.28561619032799335
2022_1166_1371,0.3931658473848042
2022_1166_1388,0.2440923641738294
2022_1166_1389,0.6043432913807089
2022_1166_1394,0.8312964234077005
2022_1166_1395,0.3662869944022346
2022_1166_1397,0.1749117147682868
